Mod:Item:MetaData, Localized Name
gregtech:frame_zirconium_carbide:0, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:1, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:2, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:3, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:4, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:5, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:6, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:7, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:8, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:9, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:10, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:11, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:12, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:13, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:14, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:15, Zirconium Carbide Frame
gregtech:frame_incoloy813:0, Incoloy 813 Frame
gregtech:frame_incoloy813:1, Incoloy 813 Frame
gregtech:frame_incoloy813:2, Incoloy 813 Frame
gregtech:frame_incoloy813:3, Incoloy 813 Frame
gregtech:frame_incoloy813:4, Incoloy 813 Frame
gregtech:frame_incoloy813:5, Incoloy 813 Frame
gregtech:frame_incoloy813:6, Incoloy 813 Frame
gregtech:frame_incoloy813:7, Incoloy 813 Frame
gregtech:frame_incoloy813:8, Incoloy 813 Frame
gregtech:frame_incoloy813:9, Incoloy 813 Frame
gregtech:frame_incoloy813:10, Incoloy 813 Frame
gregtech:frame_incoloy813:11, Incoloy 813 Frame
gregtech:frame_incoloy813:12, Incoloy 813 Frame
gregtech:frame_incoloy813:13, Incoloy 813 Frame
gregtech:frame_incoloy813:14, Incoloy 813 Frame
gregtech:frame_incoloy813:15, Incoloy 813 Frame
gregtech:frame_curium:0, Curium Frame
gregtech:frame_curium:1, Curium Frame
gregtech:frame_curium:2, Curium Frame
gregtech:frame_curium:3, Curium Frame
gregtech:frame_curium:4, Curium Frame
gregtech:frame_curium:5, Curium Frame
gregtech:frame_curium:6, Curium Frame
gregtech:frame_curium:7, Curium Frame
gregtech:frame_curium:8, Curium Frame
gregtech:frame_curium:9, Curium Frame
gregtech:frame_curium:10, Curium Frame
gregtech:frame_curium:11, Curium Frame
gregtech:frame_curium:12, Curium Frame
gregtech:frame_curium:13, Curium Frame
gregtech:frame_curium:14, Curium Frame
gregtech:frame_curium:15, Curium Frame
gregtech:frame_hastelloy_k243:0, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:1, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:2, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:3, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:4, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:5, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:6, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:7, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:8, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:9, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:10, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:11, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:12, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:13, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:14, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:15, Hastelloy K243 Frame
gregtech:frame_uranium_radioactive:0, Uranium Frame
gregtech:frame_uranium_radioactive:1, Uranium Frame
gregtech:frame_uranium_radioactive:2, Uranium Frame
gregtech:frame_uranium_radioactive:3, Uranium Frame
gregtech:frame_uranium_radioactive:4, Uranium Frame
gregtech:frame_uranium_radioactive:5, Uranium Frame
gregtech:frame_uranium_radioactive:6, Uranium Frame
gregtech:frame_uranium_radioactive:7, Uranium Frame
gregtech:frame_uranium_radioactive:8, Uranium Frame
gregtech:frame_uranium_radioactive:9, Uranium Frame
gregtech:frame_uranium_radioactive:10, Uranium Frame
gregtech:frame_uranium_radioactive:11, Uranium Frame
gregtech:frame_uranium_radioactive:12, Uranium Frame
gregtech:frame_uranium_radioactive:13, Uranium Frame
gregtech:frame_uranium_radioactive:14, Uranium Frame
gregtech:frame_uranium_radioactive:15, Uranium Frame
gregtech:frame_bronze:0, Bronze Frame
gregtech:frame_bronze:1, Bronze Frame
gregtech:frame_bronze:2, Bronze Frame
gregtech:frame_bronze:3, Bronze Frame
gregtech:frame_bronze:4, Bronze Frame
gregtech:frame_bronze:5, Bronze Frame
gregtech:frame_bronze:6, Bronze Frame
gregtech:frame_bronze:7, Bronze Frame
gregtech:frame_bronze:8, Bronze Frame
gregtech:frame_bronze:9, Bronze Frame
gregtech:frame_bronze:10, Bronze Frame
gregtech:frame_bronze:11, Bronze Frame
gregtech:frame_bronze:12, Bronze Frame
gregtech:frame_bronze:13, Bronze Frame
gregtech:frame_bronze:14, Bronze Frame
gregtech:frame_bronze:15, Bronze Frame
gregtech:frame_invar:0, Invar Frame
gregtech:frame_invar:1, Invar Frame
gregtech:frame_invar:2, Invar Frame
gregtech:frame_invar:3, Invar Frame
gregtech:frame_invar:4, Invar Frame
gregtech:frame_invar:5, Invar Frame
gregtech:frame_invar:6, Invar Frame
gregtech:frame_invar:7, Invar Frame
gregtech:frame_invar:8, Invar Frame
gregtech:frame_invar:9, Invar Frame
gregtech:frame_invar:10, Invar Frame
gregtech:frame_invar:11, Invar Frame
gregtech:frame_invar:12, Invar Frame
gregtech:frame_invar:13, Invar Frame
gregtech:frame_invar:14, Invar Frame
gregtech:frame_invar:15, Invar Frame
gregtech:frame_hastelloy_n:0, Hastelloy N Frame
gregtech:frame_hastelloy_n:1, Hastelloy N Frame
gregtech:frame_hastelloy_n:2, Hastelloy N Frame
gregtech:frame_hastelloy_n:3, Hastelloy N Frame
gregtech:frame_hastelloy_n:4, Hastelloy N Frame
gregtech:frame_hastelloy_n:5, Hastelloy N Frame
gregtech:frame_hastelloy_n:6, Hastelloy N Frame
gregtech:frame_hastelloy_n:7, Hastelloy N Frame
gregtech:frame_hastelloy_n:8, Hastelloy N Frame
gregtech:frame_hastelloy_n:9, Hastelloy N Frame
gregtech:frame_hastelloy_n:10, Hastelloy N Frame
gregtech:frame_hastelloy_n:11, Hastelloy N Frame
gregtech:frame_hastelloy_n:12, Hastelloy N Frame
gregtech:frame_hastelloy_n:13, Hastelloy N Frame
gregtech:frame_hastelloy_n:14, Hastelloy N Frame
gregtech:frame_hastelloy_n:15, Hastelloy N Frame
gregtech:frame_tungsten_titanium_carbide:0, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:1, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:2, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:3, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:4, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:5, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:6, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:7, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:8, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:9, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:10, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:11, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:12, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:13, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:14, Tungsten Titanium Carbide Frame
gregtech:frame_tungsten_titanium_carbide:15, Tungsten Titanium Carbide Frame
gregtech:frame_thorium:0, Thorium Frame
gregtech:frame_thorium:1, Thorium Frame
gregtech:frame_thorium:2, Thorium Frame
gregtech:frame_thorium:3, Thorium Frame
gregtech:frame_thorium:4, Thorium Frame
gregtech:frame_thorium:5, Thorium Frame
gregtech:frame_thorium:6, Thorium Frame
gregtech:frame_thorium:7, Thorium Frame
gregtech:frame_thorium:8, Thorium Frame
gregtech:frame_thorium:9, Thorium Frame
gregtech:frame_thorium:10, Thorium Frame
gregtech:frame_thorium:11, Thorium Frame
gregtech:frame_thorium:12, Thorium Frame
gregtech:frame_thorium:13, Thorium Frame
gregtech:frame_thorium:14, Thorium Frame
gregtech:frame_thorium:15, Thorium Frame
gregtech:frame_maraging_steel_a:0, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:1, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:2, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:3, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:4, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:5, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:6, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:7, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:8, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:9, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:10, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:11, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:12, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:13, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:14, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:15, Maraging Steel 250 Frame
gregtech:frame_inconel_a:0, Inconel 625 Frame
gregtech:frame_inconel_a:1, Inconel 625 Frame
gregtech:frame_inconel_a:2, Inconel 625 Frame
gregtech:frame_inconel_a:3, Inconel 625 Frame
gregtech:frame_inconel_a:4, Inconel 625 Frame
gregtech:frame_inconel_a:5, Inconel 625 Frame
gregtech:frame_inconel_a:6, Inconel 625 Frame
gregtech:frame_inconel_a:7, Inconel 625 Frame
gregtech:frame_inconel_a:8, Inconel 625 Frame
gregtech:frame_inconel_a:9, Inconel 625 Frame
gregtech:frame_inconel_a:10, Inconel 625 Frame
gregtech:frame_inconel_a:11, Inconel 625 Frame
gregtech:frame_inconel_a:12, Inconel 625 Frame
gregtech:frame_inconel_a:13, Inconel 625 Frame
gregtech:frame_inconel_a:14, Inconel 625 Frame
gregtech:frame_inconel_a:15, Inconel 625 Frame
gregtech:ga_cable:755, 1x Abyssal Alloy Wire
gregtech:ga_cable:1755, 2x Abyssal Alloy Wire
gregtech:ga_cable:2755, 4x Abyssal Alloy Wire
gregtech:ga_cable:3755, 8x Abyssal Alloy Wire
gregtech:ga_cable:4755, 16x Abyssal Alloy Wire
gregtech:ga_cable:5755, 1x Abyssal Alloy Cable
gregtech:ga_cable:6755, 2x Abyssal Alloy Cable
gregtech:ga_cable:7755, 4x Abyssal Alloy Cable
gregtech:ga_cable:8755, 8x Abyssal Alloy Cable
gregtech:ga_cable:9755, 16x Abyssal Alloy Cable
gregtech:ga_cable:856, 1x Black Titanium Wire
gregtech:ga_cable:1856, 2x Black Titanium Wire
gregtech:ga_cable:2856, 4x Black Titanium Wire
gregtech:ga_cable:3856, 8x Black Titanium Wire
gregtech:ga_cable:4856, 16x Black Titanium Wire
gregtech:ga_cable:5856, 1x Black Titanium Cable
gregtech:ga_cable:6856, 2x Black Titanium Cable
gregtech:ga_cable:7856, 4x Black Titanium Cable
gregtech:ga_cable:8856, 8x Black Titanium Cable
gregtech:ga_cable:9856, 16x Black Titanium Cable
gregtech:ga_cable:721, 1x Cinobite Wire
gregtech:ga_cable:1721, 2x Cinobite Wire
gregtech:ga_cable:2721, 4x Cinobite Wire
gregtech:ga_cable:3721, 8x Cinobite Wire
gregtech:ga_cable:4721, 16x Cinobite Wire
gregtech:ga_cable:5721, 1x Cinobite Cable
gregtech:ga_cable:6721, 2x Cinobite Cable
gregtech:ga_cable:7721, 4x Cinobite Cable
gregtech:ga_cable:8721, 8x Cinobite Cable
gregtech:ga_cable:9721, 16x Cinobite Cable
gregtech:ga_cable:733, 1x Enriched Naquadah Alloy Wire
gregtech:ga_cable:1733, 2x Enriched Naquadah Alloy Wire
gregtech:ga_cable:2733, 4x Enriched Naquadah Alloy Wire
gregtech:ga_cable:3733, 8x Enriched Naquadah Alloy Wire
gregtech:ga_cable:4733, 16x Enriched Naquadah Alloy Wire
gregtech:ga_cable:5733, 1x Enriched Naquadah Alloy Cable
gregtech:ga_cable:6733, 2x Enriched Naquadah Alloy Cable
gregtech:ga_cable:7733, 4x Enriched Naquadah Alloy Cable
gregtech:ga_cable:8733, 8x Enriched Naquadah Alloy Cable
gregtech:ga_cable:9733, 16x Enriched Naquadah Alloy Cable
gregtech:ga_cable:993, 1x Neutronium Wire
gregtech:ga_cable:1993, 2x Neutronium Wire
gregtech:ga_cable:2993, 4x Neutronium Wire
gregtech:ga_cable:3993, 8x Neutronium Wire
gregtech:ga_cable:4993, 16x Neutronium Wire
gregtech:ga_cable:5993, 1x Neutronium Cable
gregtech:ga_cable:6993, 2x Neutronium Cable
gregtech:ga_cable:7993, 4x Neutronium Cable
gregtech:ga_cable:8993, 8x Neutronium Cable
gregtech:ga_cable:9993, 16x Neutronium Cable
gregtech:ga_cable:852, 1x Pikyonium Wire
gregtech:ga_cable:1852, 2x Pikyonium Wire
gregtech:ga_cable:2852, 4x Pikyonium Wire
gregtech:ga_cable:3852, 8x Pikyonium Wire
gregtech:ga_cable:4852, 16x Pikyonium Wire
gregtech:ga_cable:5852, 1x Pikyonium Cable
gregtech:ga_cable:6852, 2x Pikyonium Cable
gregtech:ga_cable:7852, 4x Pikyonium Cable
gregtech:ga_cable:8852, 8x Pikyonium Cable
gregtech:ga_cable:9852, 16x Pikyonium Cable
gregtech:ga_cable:854, 1x Titan Steel Wire
gregtech:ga_cable:1854, 2x Titan Steel Wire
gregtech:ga_cable:2854, 4x Titan Steel Wire
gregtech:ga_cable:3854, 8x Titan Steel Wire
gregtech:ga_cable:4854, 16x Titan Steel Wire
gregtech:ga_cable:5854, 1x Titan Steel Cable
gregtech:ga_cable:6854, 2x Titan Steel Cable
gregtech:ga_cable:7854, 4x Titan Steel Cable
gregtech:ga_cable:8854, 8x Titan Steel Cable
gregtech:ga_cable:9854, 16x Titan Steel Cable
gregtech:ga_cable:855, 1x Tungsten Titanium Carbide Wire
gregtech:ga_cable:1855, 2x Tungsten Titanium Carbide Wire
gregtech:ga_cable:2855, 4x Tungsten Titanium Carbide Wire
gregtech:ga_cable:3855, 8x Tungsten Titanium Carbide Wire
gregtech:ga_cable:4855, 16x Tungsten Titanium Carbide Wire
gregtech:ga_cable:5855, 1x Tungsten Titanium Carbide Cable
gregtech:ga_cable:6855, 2x Tungsten Titanium Carbide Cable
gregtech:ga_cable:7855, 4x Tungsten Titanium Carbide Cable
gregtech:ga_cable:8855, 8x Tungsten Titanium Carbide Cable
gregtech:ga_cable:9855, 16x Tungsten Titanium Carbide Cable
gregtech:ga_cable:737, 1x UEV Superconductor Wire
gregtech:ga_cable:1737, 2x UEV Superconductor Wire
gregtech:ga_cable:2737, 4x UEV Superconductor Wire
gregtech:ga_cable:3737, 8x UEV Superconductor Wire
gregtech:ga_cable:4737, 16x UEV Superconductor Wire
gregtech:ga_cable:5737, 1x UEV Superconductor Cable
gregtech:ga_cable:6737, 2x UEV Superconductor Cable
gregtech:ga_cable:7737, 4x UEV Superconductor Cable
gregtech:ga_cable:8737, 8x UEV Superconductor Cable
gregtech:ga_cable:9737, 16x UEV Superconductor Cable
gregtech:ga_cable:738, 1x UEV Superconductor Base Wire
gregtech:ga_cable:1738, 2x UEV Superconductor Base Wire
gregtech:ga_cable:2738, 4x UEV Superconductor Base Wire
gregtech:ga_cable:3738, 8x UEV Superconductor Base Wire
gregtech:ga_cable:4738, 16x UEV Superconductor Base Wire
gregtech:ga_cable:5738, 1x UEV Superconductor Base Cable
gregtech:ga_cable:6738, 2x UEV Superconductor Base Cable
gregtech:ga_cable:7738, 4x UEV Superconductor Base Cable
gregtech:ga_cable:8738, 8x UEV Superconductor Base Cable
gregtech:ga_cable:9738, 16x UEV Superconductor Base Cable
gregtech:ga_cable:739, 1x UHV Superconductor Wire
gregtech:ga_cable:1739, 2x UHV Superconductor Wire
gregtech:ga_cable:2739, 4x UHV Superconductor Wire
gregtech:ga_cable:3739, 8x UHV Superconductor Wire
gregtech:ga_cable:4739, 16x UHV Superconductor Wire
gregtech:ga_cable:5739, 1x UHV Superconductor Cable
gregtech:ga_cable:6739, 2x UHV Superconductor Cable
gregtech:ga_cable:7739, 4x UHV Superconductor Cable
gregtech:ga_cable:8739, 8x UHV Superconductor Cable
gregtech:ga_cable:9739, 16x UHV Superconductor Cable
gregtech:ga_cable:740, 1x UHV Superconductor Base Wire
gregtech:ga_cable:1740, 2x UHV Superconductor Base Wire
gregtech:ga_cable:2740, 4x UHV Superconductor Base Wire
gregtech:ga_cable:3740, 8x UHV Superconductor Base Wire
gregtech:ga_cable:4740, 16x UHV Superconductor Base Wire
gregtech:ga_cable:5740, 1x UHV Superconductor Base Cable
gregtech:ga_cable:6740, 2x UHV Superconductor Base Cable
gregtech:ga_cable:7740, 4x UHV Superconductor Base Cable
gregtech:ga_cable:8740, 8x UHV Superconductor Base Cable
gregtech:ga_cable:9740, 16x UHV Superconductor Base Cable
gregtech:ga_cable:726, 1x UIV Superconductor Wire
gregtech:ga_cable:1726, 2x UIV Superconductor Wire
gregtech:ga_cable:2726, 4x UIV Superconductor Wire
gregtech:ga_cable:3726, 8x UIV Superconductor Wire
gregtech:ga_cable:4726, 16x UIV Superconductor Wire
gregtech:ga_cable:5726, 1x UIV Superconductor Cable
gregtech:ga_cable:6726, 2x UIV Superconductor Cable
gregtech:ga_cable:7726, 4x UIV Superconductor Cable
gregtech:ga_cable:8726, 8x UIV Superconductor Cable
gregtech:ga_cable:9726, 16x UIV Superconductor Cable
gregtech:ga_cable:727, 1x UIV Superconductor Base Wire
gregtech:ga_cable:1727, 2x UIV Superconductor Base Wire
gregtech:ga_cable:2727, 4x UIV Superconductor Base Wire
gregtech:ga_cable:3727, 8x UIV Superconductor Base Wire
gregtech:ga_cable:4727, 16x UIV Superconductor Base Wire
gregtech:ga_cable:5727, 1x UIV Superconductor Base Cable
gregtech:ga_cable:6727, 2x UIV Superconductor Base Cable
gregtech:ga_cable:7727, 4x UIV Superconductor Base Cable
gregtech:ga_cable:8727, 8x UIV Superconductor Base Cable
gregtech:ga_cable:9727, 16x UIV Superconductor Base Cable
gregtech:ga_cable:724, 1x UMV Superconductor Wire
gregtech:ga_cable:1724, 2x UMV Superconductor Wire
gregtech:ga_cable:2724, 4x UMV Superconductor Wire
gregtech:ga_cable:3724, 8x UMV Superconductor Wire
gregtech:ga_cable:4724, 16x UMV Superconductor Wire
gregtech:ga_cable:5724, 1x UMV Superconductor Cable
gregtech:ga_cable:6724, 2x UMV Superconductor Cable
gregtech:ga_cable:7724, 4x UMV Superconductor Cable
gregtech:ga_cable:8724, 8x UMV Superconductor Cable
gregtech:ga_cable:9724, 16x UMV Superconductor Cable
gregtech:ga_cable:725, 1x UMV Superconductor Base Wire
gregtech:ga_cable:1725, 2x UMV Superconductor Base Wire
gregtech:ga_cable:2725, 4x UMV Superconductor Base Wire
gregtech:ga_cable:3725, 8x UMV Superconductor Base Wire
gregtech:ga_cable:4725, 16x UMV Superconductor Base Wire
gregtech:ga_cable:5725, 1x UMV Superconductor Base Cable
gregtech:ga_cable:6725, 2x UMV Superconductor Base Cable
gregtech:ga_cable:7725, 4x UMV Superconductor Base Cable
gregtech:ga_cable:8725, 8x UMV Superconductor Base Cable
gregtech:ga_cable:9725, 16x UMV Superconductor Base Cable
gregtech:ga_cable:722, 1x UXV Superconductor Wire
gregtech:ga_cable:1722, 2x UXV Superconductor Wire
gregtech:ga_cable:2722, 4x UXV Superconductor Wire
gregtech:ga_cable:3722, 8x UXV Superconductor Wire
gregtech:ga_cable:4722, 16x UXV Superconductor Wire
gregtech:ga_cable:5722, 1x UXV Superconductor Cable
gregtech:ga_cable:6722, 2x UXV Superconductor Cable
gregtech:ga_cable:7722, 4x UXV Superconductor Cable
gregtech:ga_cable:8722, 8x UXV Superconductor Cable
gregtech:ga_cable:9722, 16x UXV Superconductor Cable
gregtech:ga_cable:723, 1x UXV Superconductor Base Wire
gregtech:ga_cable:1723, 2x UXV Superconductor Base Wire
gregtech:ga_cable:2723, 4x UXV Superconductor Base Wire
gregtech:ga_cable:3723, 8x UXV Superconductor Base Wire
gregtech:ga_cable:4723, 16x UXV Superconductor Base Wire
gregtech:ga_cable:5723, 1x UXV Superconductor Base Cable
gregtech:ga_cable:6723, 2x UXV Superconductor Base Cable
gregtech:ga_cable:7723, 4x UXV Superconductor Base Cable
gregtech:ga_cable:8723, 8x UXV Superconductor Base Cable
gregtech:ga_cable:9723, 16x UXV Superconductor Base Cable
gtadditions:ga_cable:0, 1x Optical Fiber
